Date	Sentiment
05/10/2014 19:56	negativo
05/10/2014 19:56	positivo
05/10/2014 19:56	neutro
05/10/2014 19:56	neutro
05/10/2014 19:56	neutro
05/10/2014 19:56	negativo
05/10/2014 19:56	positivo
05/10/2014 19:56	negativo
05/10/2014 19:56	negativo
05/10/2014 19:56	negativo
05/10/2014 19:56	negativo
05/10/2014 19:56	neutro
05/10/2014 19:56	negativo
05/10/2014 19:56	negativo
05/10/2014 19:56	neutro
05/10/2014 19:56	negativo
05/10/2014 19:56	negativo
05/10/2014 19:56	negativo
05/10/2014 19:55	neutro
05/10/2014 19:55	positivo
05/10/2014 19:55	positivo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	positivo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	positivo
05/10/2014 19:55	neutro
05/10/2014 19:55	negativo
05/10/2014 19:55	neutro
05/10/2014 19:55	neutro
05/10/2014 19:55	positivo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	positivo
05/10/2014 19:55	neutro
05/10/2014 19:55	neutro
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	positivo
05/10/2014 19:55	neutro
05/10/2014 19:55	neutro
05/10/2014 19:55	negativo
05/10/2014 19:55	positivo
05/10/2014 19:55	neutro
05/10/2014 19:55	positivo
05/10/2014 19:55	positivo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	positivo
05/10/2014 19:55	positivo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	neutro
05/10/2014 19:55	neutro
05/10/2014 19:55	positivo
05/10/2014 19:55	positivo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	positivo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	positivo
05/10/2014 19:55	positivo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	neutro
05/10/2014 19:55	neutro
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:55	neutro
05/10/2014 19:55	negativo
05/10/2014 19:55	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	neutro
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	neutro
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:59	negativo
05/10/2014 19:59	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	positivo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	positivo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:58	neutro
05/10/2014 19:58	negativo
05/10/2014 19:58	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	neutro
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	neutro
05/10/2014 19:57	neutro
05/10/2014 19:57	positivo
05/10/2014 19:57	neutro
05/10/2014 19:57	negativo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
05/10/2014 19:57	positivo
05/10/2014 19:57	negativo
